#0.000000e+00  3.010300e-01  4.215167e-01  5.420033e-01  6.624896e-01  7.829754e-01  9.034622e-01  1.023948e+00  1.144434e+00  1.264922e+00  1.385408e+00  1.505894e+00  1.626380e+00  1.746867e+00  1.867353e+00  1.987840e+00  2.108325e+00  2.228813e+00  2.349299e+00  2.469785e+00  2.590272e+00  2.710759e+00  2.831244e+00  2.951731e+00  3.072217e+00  3.192704e+00  3.313190e+00  3.433677e+00  3.554163e+00  3.674650e+00  3.795136e+00  3.915622e+00  4.036110e+00  4.156595e+00  4.277082e+00  4.397568e+00  4.518054e+00  4.638541e+00  4.759027e+00  4.879513e+00  5.000000e+00
-7.989885e+00	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02	-3.093166e+02
-7.969885e+00	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02	-3.090105e+02
-7.949885e+00	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02	-3.088259e+02
-7.929885e+00	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02	-3.086915e+02
-7.909885e+00	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02	-3.085848e+02
-7.889885e+00	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-7.344408e+00	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02	-3.084955e+02
-7.869885e+00	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-7.344408e+00	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02	-3.084183e+02
-7.849885e+00	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-7.344408e+00	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02	-3.083499e+02
-7.829885e+00	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-7.344408e+00	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02	-3.082883e+02
-7.809885e+00	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-7.344408e+00	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02	-3.082319e+02
